Price,Year,Make,Model,Description,Url
"$43,995",1967,GMC,C10,"BRIGHT ORANGE PAINT, 383CI STROKER MOTOR, 700R4 O/D TRANS, 20"" RIDLER WHEELS",streetsideclassics.com/vehicles/3324-nsh/1967-gmc-c10
"$48,995",1968,Chevrolet,C10,"SHARP/CLEAN C10! 350 V8, 700R4 AUTO TRANS, PS, PB, FRONT DISC, BUCKETS/CONSOLE!",streetsideclassics.com/vehicles/5369-dfw/1968-chevrolet-c10
"$24,995",1968,Chevrolet,C10,"SHARP SHORT BED VINTAGE CHEVY! STRONG 350 V8, AUTO TRANS, GREAT COLORS!",streetsideclassics.com/vehicles/5485-dfw/1968-chevrolet-c10
"$49,995",1968,Chevrolet,C10,"Description coming soon, call for details!",streetsideclassics.com/vehicles/7587-cha/1968-chevrolet-c10
"$44,995",1968,Chevrolet,Camaro,"RESTORED 70'S SCCA RACECAR, DZ 302 MOTOR, CROSSRAM ALUMINUM INTAKE, SWEET CAR!",streetsideclassics.com/vehicles/2454-nsh/1968-chevrolet-camaro
"$77,995",1968,Chevrolet,Camaro,,streetsideclassics.com/vehicles/5710-dfw/1968-chevrolet-camaro-convertible-restomod
"$43,995",1968,Chevrolet,Camaro,"350CI SMALL BLOCK, 4-SPEED MANAUL, GREAT COLOR COMBO, RS HIDEAWAYS, MUSCLE!",streetsideclassics.com/vehicles/3073-nsh/1968-chevrolet-camaro-rs-ss-tribute
"$66,995",1968,Chevrolet,Camaro,"Description coming soon, call for details!",streetsideclassics.com/vehicles/3430-nsh/1968-chevrolet-camaro-rs-tribute-convertible
"$55,995",1968,Chevrolet,Camaro,"PERIOD CORRECT 396 V8, 4 SPEED MANUAL, POWER FRONT DISC, HUGGER ORANGE, SWEET!",streetsideclassics.com/vehicles/3385-tpa/1968-chevrolet-camaro-ss-396-tribute
"$46,995",1968,Chevrolet,Camaro,"PERIOD CORRECT 396 V8, 700R4 OVERDRIVE, POWER BRAKES, POWER STEERING, GREAT LOOK",streetsideclassics.com/vehicles/3565-tpa/1968-chevrolet-camaro-ss-396-tribute
"$56,995",1968,Chevrolet,Camaro,"427CI DART SMALL BLOCK, 5-SPEED MANUAL, 4-WHEEL DISCS, GREAT COLOR COMBO!",streetsideclassics.com/vehicles/3343-nsh/1968-chevrolet-camaro-ss-427-tribute
"$59,995",1968,Chevrolet,Camaro,"BIG BLOCK-POWERED, 4SPD TRANS, POWER STEERING/BRAKES, RUNS & DRIVES WELL, SHARP!",streetsideclassics.com/vehicles/7259-cha/1968-chevrolet-camaro-ss
"$47,995",1968,Chevrolet,Camaro,"STRONG 454 V8 BIG BLOCK, 3-SPEED AUTO TRANS, POWER STEER, FRONT DISC, FLOWMASTER",streetsideclassics.com/vehicles/6300-atl/1968-chevrolet-camaro-ss-tribute
"$67,995",1968,Chevrolet,Camaro,"Description coming soon, call for details!",streetsideclassics.com/vehicles/2705-phx/1968-chevrolet-camaro-z-28-tribute
"$49,995",1968,Chevrolet,Camaro,"350 V8, 4SPD TRANS, A/C, POWR STEERING, RUNS/DRIVES WELL, CLEAN IN/OUT, VRY NICE",streetsideclassics.com/vehicles/7467-cha/1968-chevrolet-camaro-z-28-tribute
"$59,995",1968,Chevrolet,Chevelle,"WOW! FUEL INJECTED 454 V8, AUTO, A/C, PS/B, FRT DISC, UPGRADED SUSPENSION, NICE!",streetsideclassics.com/vehicles/5407-dfw/1968-chevrolet-chevelle-malibu-ss-tribute
"$49,995",1968,Chevrolet,Chevelle,"WOW! NUMBERS MATCHING 396 V8, AUTO, A/C, PS, PB, FRT DISC BRKS, FACTORY COLORS!",streetsideclassics.com/vehicles/5642-dfw/1968-chevrolet-chevelle-ss-396
"$28,995",1968,Chevrolet,Corvette,"#'S MATCHING 327CI MOTOR, ORIGINAL COLORS INCLUDING UNIQUE TOBACCO INTERIOR!",streetsideclassics.com/vehicles/2854-nsh/1968-chevrolet-corvette
"$34,995",1968,Chevrolet,Corvette,"#'S MATCH 327CI V8, 350HP & 4SPD TRANS, BELIEVED ORIG PAINT & CORRECT INTERIOR!!",streetsideclassics.com/vehicles/7321-cha/1968-chevrolet-corvette-l79
"$38,995",1968,Chevrolet,El Camino,"SHARP! 350 CRATE V8, 700R4 AUTO, A/C, PS, PB, FRONT DISC, CUSTOM INTERIOR, NICE!",streetsideclassics.com/vehicles/5703-dfw/1968-chevrolet-el-camino
"$54,995",1968,Chevrolet,El Camino,"454 V8, 4SPD TRANS, A/C, PWR STEERING/BRAKES, RUNS/DRIVES WELL, GR8 COLOR COMBO!",streetsideclassics.com/vehicles/7544-cha/1968-chevrolet-el-camino-ss
"$27,995",1968,Chevrolet,Impala,"327 V8, 2SPD POWERGLIDE TRANS, POWER STEERING/BRAKES, RUNS/DRIVES WELL, PRETTY!!",streetsideclassics.com/vehicles/7491-cha/1968-chevrolet-impala
"$51,995",1968,Chevrolet,Nova,"AWESOME BUILD & PROF RESTORED! BUILT 427 V8, AUTO W/ OD, STRONG PAINT/INTERIOR!",streetsideclassics.com/vehicles/5468-dfw/1968-chevrolet-nova-copo-dick-harrell-tribute
"$38,995",1968,Chevrolet,Nova,"SMALL BLOCK 350CI CHEVY, TH350 TRANS, PROCAR BUCKET SEATS, POWER BRAKES",streetsideclassics.com/vehicles/3207-nsh/1968-chevrolet-nova-ss-tribute
"$74,995",1968,Chevrolet,Suburban,"CLASSIC SUBURBAN W/ MODERN LS1 V8, AUTO TRANS, & COOL TEARDROP CAMPER, MUST SEE!",streetsideclassics.com/vehicles/6872-atl/1968-chevrolet-suburban-c20-with-teardrop-camper
"$19,995",1968,Chrysler,300,"PERIOD-CORRECT 440 V8, 727 3SPD AUTO, PWR STEERING/BRAKES, FLOATS DOWN THE ROAD!",streetsideclassics.com/vehicles/7435-cha/1968-chrysler-300-convertible
"$124,995",1968,Dodge,Charger,"WOW! 6.1L HEMI V8 ENGINE SWAP, AUTO, PS, PDB, BEAUTIFUL CUSTOM PAINT & INTERIOR!",streetsideclassics.com/vehicles/5455-dfw/1968-dodge-charger-restomod
"$128,995",1968,Dodge,Charger,"POWERFUL 440 BIG BLOCK V8, 3-SPEED AUTO, PWR STEER/FRNT DISC, DUAL EXHAUST, COOL",streetsideclassics.com/vehicles/6797-atl/1968-dodge-charger-r-t-440
"$22,995",1968,Dodge,D100,"383 V8, 727 3SPD AUTO, HI IMPACT COLOR, SHARP LOOKING, RUNS WELL, CLEAN & SOLID!",streetsideclassics.com/vehicles/7468-cha/1968-dodge-d100
"$125,995",1968,Ford,Bronco,"BEAUTIFULLY RESTORED BRONCO, 302 V8, 3-SPEED MANUAL, 4X4, PWR STEER/FRNT DISC!!",streetsideclassics.com/vehicles/6806-atl/1968-ford-bronco-half-cab-4x4
"$44,995",1968,Ford,F-100,"BIG BLOCK FORD POWER, 5-SPEED MANUAL, POWER STEERING &  BRAKES, SHORT BED!",streetsideclassics.com/vehicles/3290-nsh/1968-ford-f-100-prostreet
"$51,995",1968,Ford,F-100,"DOHC MODULAR 4.6L V8, 4SPD AUTO, POWER STEERING/BRAKES, NICE COLOR COMBO, SLICK!",streetsideclassics.com/vehicles/7530-cha/1968-ford-f-100-restomod
"$24,995",1968,Ford,Mustang,"DESIRABLE YEAR/ INCREASING VALUE, 289 V8, 3SPD TRANS, PWR STEER, GR8 COLORS, WOW",streetsideclassics.com/vehicles/6518-cha/1968-ford-mustang
"$27,995",1968,Ford,Mustang,"Description coming soon, call for details!",streetsideclassics.com/vehicles/6859-atl/1968-ford-mustang-convertible
"$22,995",1968,Ford,Mustang,"Description coming soon, call for details!",streetsideclassics.com/vehicles/7521-cha/1968-ford-mustang-coupe
"$36,995",1968,Ford,Mustang,"FUEL INJECTED 5.0 LITER V8, 5-SPEED MANUAL TRANS, DUAL EXHAUST, RESTOMOD, FUN!!",streetsideclassics.com/vehicles/6572-atl/1968-ford-mustang-restomod
"$184,995",1968,Ford,Mustang,"428 BIG BLOCK V8, 4 SPEED, ROTISSERIE RESTO, ACTUAL MILES, DOCUMENTATION, RARE!",streetsideclassics.com/vehicles/3460-tpa/1968-ford-mustang-shelby-gt500-convertible
"$184,995",1968,Ford,Mustang,"MARTI REPORT, 428CI V8, 3SPD AUTO, RUNS/DRIVES VERY WELL, CORRECT COLORS IN/OUT!",streetsideclassics.com/vehicles/6808-cha/1968-ford-mustang-shelby-gt500-convertible
"$26,995",1968,Mercury,Montego,,streetsideclassics.com/vehicles/5695-dfw/1968-mercury-montego-mx-convertible
"$76,995",1969,Chevrolet,C10,"SLICK PAINT, SUICIDE DOORS, 383CI STROKER MOTOR, O/D TRANS, NICE INTERIOR!",streetsideclassics.com/vehicles/3332-nsh/1969-chevrolet-c10
"$19,995",1969,Chevrolet,C10,"GR8 RUNNING/DRIVING C10, LONGBED, 350 SMALL BLOCK, AUTO TRANS, PWR STEER/BRAKES!",streetsideclassics.com/vehicles/6402-atl/1969-chevrolet-c10
"$27,995",1969,Chevrolet,C10,"SMOOTH RUNNING 283 V8, 3-SPEED AUTO, PWR STEER/FRNT DISC, DUAL EXHAUST, A/C!!",streetsideclassics.com/vehicles/6837-atl/1969-chevrolet-c10
"$54,995",1969,Chevrolet,Camaro,"Description coming soon, call for details!",streetsideclassics.com/vehicles/3439-nsh/1969-chevrolet-camaro
"$54,995",1969,Chevrolet,Camaro,"SMALL BLOCK 400 V8, 4 SPEED MANUAL, P/S, 4 WHEEL DISC, 12 BOLT REAR, GREAT LOOK!",streetsideclassics.com/vehicles/3532-tpa/1969-chevrolet-camaro
"$59,995",1969,Chevrolet,Camaro,"SMALL BLOCK 400 V8, MUNCIE 4 SPEED, POWER STEERING, FRONT DISC, FRAME CONNECTORS",streetsideclassics.com/vehicles/3533-tpa/1969-chevrolet-camaro
"$76,995",1969,Chevrolet,Camaro,"BUILT 540 V8, 700 HP, 6 SPEED, POWER 4 WHEEL DISC, COLD A/C, UPGRADED SUSPENSION",streetsideclassics.com/vehicles/3642-tpa/1969-chevrolet-camaro-restomod-540-big-block
"$96,995",1969,Chevrolet,Camaro,"RECENTLY PROFESSIONALLY RESTORED, 383 STROKER W/ 450+ HP, UPDATED SUSPENSION!",streetsideclassics.com/vehicles/3100-nsh/1969-chevrolet-camaro-rs
"$69,995",1969,Chevrolet,Camaro,"396CI V8, 4SPD TRANS, PWR STEER/BRAKES, RUNS/DRIVES WELL, VERY CLEAN IN/OUT, WOW",streetsideclassics.com/vehicles/6905-cha/1969-chevrolet-camaro-rs-ss-396-tribute
"$68,995",1969,Chevrolet,Camaro,"350 V8, 4 SPEED MANUAL, P/S, P/B, 4 WHEEL DISC, POWER TOP, TONS OF DOCUMENTATION",streetsideclassics.com/vehicles/3610-tpa/1969-chevrolet-camaro-rs-ss-convertible-tribute
"$72,995",1969,Chevrolet,Camaro,"RARE INDY 500 PACE CAR, 350 L48 V8, AUTO TRANS, PWR STEER/FRNT DISC, CONVERTIBLE",streetsideclassics.com/vehicles/6375-atl/1969-chevrolet-camaro-rs-ss-indy-500-pace-car
"$69,995",1969,Chevrolet,Camaro,"POWERFUL 502 BIG BLOCK, 4-SPEED MANUAL, POWER STEER/FRONT DISC, DUAL EXHAUST!!",streetsideclassics.com/vehicles/3530-tpa/1969-chevrolet-camaro-rs-ss-restomod-tribute
"$69,995",1969,Chevrolet,Camaro,"402CI V8, GOOD POWER, TH350 3SPD AUTO, PWR BRAKES, RUNS WELL, CLEAN IN/OUT, WOW!",streetsideclassics.com/vehicles/2648-phx/1969-chevrolet-camaro-rs-ss-tribute
"$58,995",1969,Chevrolet,Camaro,"BEAUTIFUL RS/SS TRIBUTE CAMARO, POWER STEER/BRAKES, DUAL EXHAUST, GR8 COLORS!!",streetsideclassics.com/vehicles/6555-atl/1969-chevrolet-camaro-rs-ss-tribute
"$64,995",1969,Chevrolet,Camaro,"BIG BLOCK POWERED, SOUNDS GOOD, 4SPD MANUAL TRANS, GOOD COLOR COMBO, VERY SHARP!",streetsideclassics.com/vehicles/7233-cha/1969-chevrolet-camaro-ss
"$60,995",1969,Chevrolet,Camaro,"BIG BLOCK 454CI MOTOR, AUTO, POWER BRAKES, BOLD YELLOW PAINT, US MAG WHEELS",streetsideclassics.com/vehicles/3107-nsh/1969-chevrolet-camaro-ss-tribute
"$63,995",1969,Chevrolet,Camaro,"383CI STROKER MOTOR, 700R4 O/D TRANS, GREAT COLOR COMBO, POWER STEER & BRAKES",streetsideclassics.com/vehicles/3377-nsh/1969-chevrolet-camaro-ss-tribute
"$49,995",1969,Chevrolet,Camaro,"WOW! WP MERLIN III BIG BLOCK, AUTO, PS, PB W/ FRONT DISC, GREAT DRIVING 1ST GEN!",streetsideclassics.com/vehicles/4938-dfw/1969-chevrolet-camaro-ss-tribute
"$54,995",1969,Chevrolet,Camaro,"EYE CATCHING CAMARO, GR8 RUNNING 350 V8, 4-SPEED MANUAL, POWER FRONT DISC, CLEAN",streetsideclassics.com/vehicles/6395-atl/1969-chevrolet-camaro-ss-tribute
"$46,995",1969,Chevrolet,Camaro,"SHARP SS TRIBUTE, GOOD RUNNING 350 V8, 3-SPEED AUTO, DUAL EXHAUST, FRNT DISC!!!",streetsideclassics.com/vehicles/6517-atl/1969-chevrolet-camaro-ss-tribute
"$57,995",1969,Chevrolet,Camaro,"SUPER SLICK SS TRIBUTE, 350, 4-SPEED MANUAL, PWR STEER/FRNT DISC, DUAL EXHAUST!!",streetsideclassics.com/vehicles/6723-atl/1969-chevrolet-camaro-ss-tribute
"$48,995",1969,Chevrolet,Camaro,"CLASSIC AMERICAN MUSCLE, PEPPY 350 V8, 3-SPEED AUTO, PWR STEER/FRNT DISC, SILVER",streetsideclassics.com/vehicles/6774-atl/1969-chevrolet-camaro-ss-tribute
"$79,995",1969,Chevrolet,Camaro,"350 V8, SUPERCHARGED, 5 SPEED MANUAL, 4 WHEEL POWER DISC, P/S, P/W, CLEAN BUILD!",streetsideclassics.com/vehicles/3419-tpa/1969-chevrolet-camaro-supercharged
"$52,995",1969,Chevrolet,Camaro,"BUILT 454 BIG BLOCK V8, OVERDRIVE, 12 BOLT REAR, P/B, P/S, FRONT DISC, SWEET 69!",streetsideclassics.com/vehicles/3236-tpa/1969-chevrolet-camaro-yenko-tribute
"$99,995",1969,Chevrolet,Camaro,"WOW! DATE CODE CORRECT 396 V8, 4 SPD MANUAL, PS, PB, FRONT DISC, FACTORY COLORS!",streetsideclassics.com/vehicles/5252-dfw/1969-chevrolet-camaro-yenko-tribute
"$97,995",1969,Chevrolet,Camaro,"427CI V8, 4SPD TRANS, POWER STEERING, RUNS/DRIVES WELL, CLEAN IN/OUT, SHARP RIDE",streetsideclassics.com/vehicles/7452-cha/1969-chevrolet-camaro-yenko-tribute
"$50,995",1969,Chevrolet,Camaro,"454CI V8, TH400 3SPD AUTO, PWR STEER/BRAKE, RUNS/DRIVES WELL, CLEAN IN/OUT, NICE",streetsideclassics.com/vehicles/3281-tpa/1969-chevrolet-camaro-z-28-tribute
"$51,995",1969,Chevrolet,Camaro,"350 V8, 4SPD MANUAL TRANS, POWER STEERING/BRAKES, RUNS/DRIVES WELL, COOL COLORS!",streetsideclassics.com/vehicles/7423-cha/1969-chevrolet-camaro-z-28-tribute
"$87,995",1969,Chevrolet,Camaro,"454CI V8, 4SPD MANUAL TRANS, PWR STEER/BRAKES, CLEAN IN/OUT, RUNS & DRIVES WELL!",streetsideclassics.com/vehicles/6663-cha/1969-chevrolet-camaro-zl1-tribute
"$49,995",1969,Chevrolet,Chevelle,"454 BIG BLOCK V8, ALUMINUM HEADS, AUTO, NEW 17"" WHEELS & TIRES, CUSTOM COLOR!",streetsideclassics.com/vehicles/3453-tpa/1969-chevrolet-chevelle-454-restomod
"$66,995",1969,Chevrolet,Chevelle,"WOW! FUEL INJECTED 5.3L VORTEC V8, 4L60E AUTO, PS/B, FRT DISC, SHARP INSIDE/OUT!",streetsideclassics.com/vehicles/5350-dfw/1969-chevrolet-chevelle-restomod
"$51,995",1969,Chevrolet,Chevelle,"BELIEVED REAL SS, PERIOD CORRECT 396 V8, TH400, CORTEZ SILVER, DOCUMENTATION!",streetsideclassics.com/vehicles/3259-tpa/1969-chevrolet-chevelle-ss-396
"$61,995",1969,Chevrolet,Chevelle,"YEAR CORRECT L35 396 V8 & MUNCIE M20 4 SPEED, GORGEOUS ROTISSERIE RESTO, HURRY!",streetsideclassics.com/vehicles/3618-tpa/1969-chevrolet-chevelle-ss-396
"$64,995",1969,Chevrolet,Chevelle,"#'S MATCHING 396CI V8, 4SPD TRANS, PWR STEER/BRAKE, RUNS/DRIVES WELL, NICE COLOR",streetsideclassics.com/vehicles/7000-cha/1969-chevrolet-chevelle-ss-396
"$54,995",1969,Chevrolet,Chevelle,"396 V8, TH400 3SPD AUTO, PWR STEERING/BRAKES, AWESOME LOOK, BIG BLOCK POWER, WOW",streetsideclassics.com/vehicles/7487-cha/1969-chevrolet-chevelle-ss-396
"$74,995",1969,Chevrolet,Chevelle,"ONLY 59,613 MILES, SURVIVOR, #'S MATCHING 396 V8 & TH400 3SPD AUTO, RARE OPTIONS",streetsideclassics.com/vehicles/7542-cha/1969-chevrolet-chevelle-ss-396
"$49,995",1969,Chevrolet,Chevelle,"396 BBC V8, 3-SPEED AUTO, PWR BRAKES/STEER, FRONT DISCS, SLICK SS TRIBUTE, CLEAN",streetsideclassics.com/vehicles/2640-phx/1969-chevrolet-chevelle-ss-396-tribute
"$59,995",1969,Chevrolet,Chevelle,,streetsideclassics.com/vehicles/5712-dfw/1969-chevrolet-chevelle-ss-454-tribute
"$32,995",1969,Chevrolet,El Camino,"396CI V8, TH400 3SPD AUTO, PWR STEER/BRAKES, DRIVES WELL, GR8 COLOR COMBO, NICE!",streetsideclassics.com/vehicles/6576-cha/1969-chevrolet-el-camino-ss-396
"$29,995",1969,Chevrolet,El Camino,"BIG BLOCK 454CI V8, 4SPD 700R4 AUTO, A/C, PWR STEER/BRAKE, GR8 COLOR COMBO, NICE",streetsideclassics.com/vehicles/6434-atl/1969-chevrolet-el-camino-ss-tribute
"$39,995",1969,Chevrolet,K10,"Description coming soon, call for details!",streetsideclassics.com/vehicles/7582-cha/1969-chevrolet-k10-4x4
"$27,995",1969,Chevrolet,Nova,"COOL CHEVY! STRONG 400 V8, AUTO, POWER BRAKES W/ FRT DISC, SHARP INSIDE & OUT!",streetsideclassics.com/vehicles/5512-dfw/1969-chevrolet-nova
"$34,995",1969,Chevrolet,Nova,"CLASSIC AMERICAN MUSCLE, CRATE 350 V8, 5-SPEED MANUAL TRANS, DUAL EXHAUST!!!",streetsideclassics.com/vehicles/6833-atl/1969-chevrolet-nova
"$49,995",1969,Chevrolet,Nova,"496 V8, SOUNDS MEAN, 4SPD AUTO, PWR STEERING, CLEAN IN/OUT, GR8 COLOR COMBO, WOW",streetsideclassics.com/vehicles/7525-cha/1969-chevrolet-nova-pro-street
"$47,995",1969,Chevrolet,Nova,"BIG BLOCK 396 V8, 4SPD AUTO TRANS, POWER STEERING/BRAKES, SOUNDS GR8, NICE RIDE!",streetsideclassics.com/vehicles/7390-cha/1969-chevrolet-nova-ss-396-tribute
"$49,995",1969,Chevrolet,Nova,"TRUE-SS, #'S MATCHING L48 350CI V8, TH400 3SPD AUTO, PWR STEER/BRAKES, VERY NICE",streetsideclassics.com/vehicles/7060-cha/1969-chevrolet-nova-ss
"$35,995",1969,Chevrolet,Nova,"PEPPY CRATE 350 V8, 4-SPEED MANUAL TRANS, DUAL EXHAUST, CLEAN INSIDE/OUT, MUSCLE",streetsideclassics.com/vehicles/6478-atl/1969-chevrolet-nova-ss-tribute
"$41,995",1969,Ford,Cabover,"7.3L TURBO DIESEL, ALLISON AUTO, 4-WHEEL PWR DISCS, PS, SLICK PATINA RAT ROD COE",streetsideclassics.com/vehicles/2470-phx/1969-ford-cabover-c-600-turbo-diesel
"$37,995",1969,Ford,F-100,"VERY COOL & MOSTLY ORIGINAL FORD PICKUP, 360CI MOTOR, 3-SPEED MANUAL, PS & PB",streetsideclassics.com/vehicles/3371-nsh/1969-ford-f-100
"$89,995",1969,Ford,F-250,"HIGHLY DESIRABLE MODEL, 240CI INLINE-6, 3SPD AUTO, PWR BRAKES, CLEAN, DRIVES GR8",streetsideclassics.com/vehicles/7131-cha/1969-ford-f-250-good-humor-ice-cream-truck
"$59,995",1969,Ford,Mustang,"351C V8, 4SPD TRAN, PWR STEER, GR8 COLOR COMBO, RUNS/DRIVES WELL, DESIRABLE YEAR",streetsideclassics.com/vehicles/3613-tpa/1969-ford-mustang-mach-1
"$76,995",1969,Ford,Mustang,"FE-BLOCK, 3SPD AUTO, POWER STEERING/BRAKES, ORIG COLOR COMBO IN/OUT, SLICK RIDE!",streetsideclassics.com/vehicles/7325-cha/1969-ford-mustang-mach-1-q-code
"$46,995",1969,GMC,Suburban,"383 STROKER V8, 700R4 AUTO, PWR BRAKES/STEER, FRONT DISCS, A/C, SLICK CUSTOM GMC",streetsideclassics.com/vehicles/2405-phx/1969-gmc-suburban
"$27,995",1970,Chevrolet,C10,"GREAT BLACK ON BLACK COLORS, 350CI MOTOR, TH350 TRANS, A/C, POWER STEER & BRAKES",streetsideclassics.com/vehicles/3410-nsh/1970-chevrolet-c10
"$35,995",1970,Chevrolet,C10,"350 V8, TH400 AUTO, P/S, P/B, COLD A/C, STAGGERED RIDLER WHEELS, NICE COLORS!",streetsideclassics.com/vehicles/3414-tpa/1970-chevrolet-c10
"$39,995",1970,Chevrolet,C10,"Description coming soon, call for details!",streetsideclassics.com/vehicles/3427-nsh/1970-chevrolet-c10
"$39,995",1970,Chevrolet,C10,"Description coming soon, call for details!",streetsideclassics.com/vehicles/3670-tpa/1970-chevrolet-c10
"$34,995",1970,Chevrolet,C10,"CLEARED OVER NATURAL PATINA, 350 V8, 700R4, PWR STEERING, FRESH BRAKES/SUSP'N",streetsideclassics.com/vehicles/5704-dfw/1970-chevrolet-c10-patina
"$39,995",1970,Chevrolet,C10,"LS-SWAPPED, 5.3L V8, TH400 3SPD AUTO, PWR STEER/BRAKES, DRIVES WELL, NICE DRIVER",streetsideclassics.com/vehicles/7249-cha/1970-chevrolet-c10-restomod
"$78,995",1970,Chevrolet,Camaro,"IMPRESSIVE BUILD! 489 STROKER V8, 461 RWHP, AUTO, MINITUB, CUSTOM PAINT/INTERIOR",streetsideclassics.com/vehicles/4803-dfw/1970-chevrolet-camaro-rs-ss-pro-touring
"$44,995",1970,Chevrolet,Camaro,"383CI V8, SOUNDS MEAN, TH350 3SPD AUTO, PWR STEER/BRAKE, RUNS/DRIVES WELL, COOL!",streetsideclassics.com/vehicles/7271-cha/1970-chevrolet-camaro-z-28-tribute
"$64,995",1970,Chevrolet,Chevelle,"454 BIG BLOCK, 5 SPD MANUAL, PS, WILWOOD PWR BRKS W/ FRT DISC, GREAT COLOR COMBO",streetsideclassics.com/vehicles/5366-dfw/1970-chevrolet-chevelle
"$79,995",1970,Chevrolet,Chevelle,"WOW! TRUE SS! NUMBERS MATCHING L34 396 V8! AUTO, A/C, PS/B, FRT DISC, VERY CLEAN",streetsideclassics.com/vehicles/5705-dfw/1970-chevrolet-chevelle-ss-396
"$82,995",1970,Chevrolet,Chevelle,"396CI V8, 5SPD TRANS, A/C, POWER STEERING/BRAKES, RUNS/DRIVES WELL, CLEAN IN/OUT",streetsideclassics.com/vehicles/7291-cha/1970-chevrolet-chevelle-ss-396
"$59,995",1970,Chevrolet,Chevelle,"SS TRIBUTE, 396 BIG BLOCK, AUTO TRANS, PWR STEER/FRNT DISC, DUAL EXHAUST, NICE!!",streetsideclassics.com/vehicles/6864-atl/1970-chevrolet-chevelle-ss-396-tribute
"$61,995",1970,Chevrolet,Chevelle,"FRESH 454 V8, MUNCIE 4-SPEED, PWR BRAKES/STEER, FRONT DISCS, RUNS & DRIVES GREAT",streetsideclassics.com/vehicles/2264-phx/1970-chevrolet-chevelle-ss-454-tribute
"$58,995",1970,Chevrolet,Chevelle,"BIG BLOCK 454 V8, TH400 AUTO, 12 BOLT REAR, 20"" US MAG WHEELS, FACTORY A/C",streetsideclassics.com/vehicles/3531-tpa/1970-chevrolet-chevelle-ss-454-tribute
"$64,995",1970,Chevrolet,Chevelle,"STOUT 454 BIG BLOCK V8, 4-SPEED AUTO TRANS, PWR STEER/FRNT DISC, DUAL EXHAUST!!",streetsideclassics.com/vehicles/6854-atl/1970-chevrolet-chevelle-ss-454-tribute
"$59,995",1970,Chevrolet,Chevelle,"BIG BLOCK 454CI V8, TH350 3SPD AUTO, PWR STEER/BRAKE, BUCKET SEATS, CNTR CONSOLE",streetsideclassics.com/vehicles/7036-cha/1970-chevrolet-chevelle-ss-454-tribute
"$69,995",1970,Chevrolet,Chevelle,"Description coming soon, call for details!",streetsideclassics.com/vehicles/3415-nsh/1970-chevrolet-chevelle-ss-502
"$64,995",1970,Chevrolet,Chevelle,"396 V8, 4SPD TRANS, POWER STEERING/BRAKES, RUNS WELL, GR8 LOCAL SHOW/CRUISE CAR!",streetsideclassics.com/vehicles/7477-cha/1970-chevrolet-chevelle-ss
"$57,995",1970,Chevrolet,Chevelle,"Description coming soon, call for details!",streetsideclassics.com/vehicles/7590-cha/1970-chevrolet-chevelle-ss-restomod
"$62,995",1970,Chevrolet,Chevelle,"5.3L VORTEC V8, 4L60E AUTO, POWR BRAKES/STEER, FRONT DISCS, A/C, UPGRADED STEREO",streetsideclassics.com/vehicles/2263-phx/1970-chevrolet-chevelle-ss-tribute-restomod
"$31,995",1970,Chevrolet,Corvette,"VERY SHARP C3! 350 V8, 4 SPEED MANUAL, A/C, T-TOPS, GREAT COLORS, STRONG PAINT!",streetsideclassics.com/vehicles/5551-dfw/1970-chevrolet-corvette
"$47,995",1970,Chevrolet,Corvette,"Description coming soon, call for details!",streetsideclassics.com/vehicles/3212-nsh/1970-chevrolet-corvette-convertible
"$47,995",1970,Chevrolet,Corvette,"NUMBER'S MATCHING 350 V8, 4-SPEED MANUAL, PWR STEER/4-WHEEL DISC, CONVERTIBLE!!",streetsideclassics.com/vehicles/6592-atl/1970-chevrolet-corvette-convertible
"$42,995",1970,Chevrolet,El Camino,"Description coming soon, call for details!",streetsideclassics.com/vehicles/7512-cha/1970-chevrolet-el-camino-ss-396-tribute
"$39,995",1970,Chevrolet,El Camino,"Description coming soon, call for details!",streetsideclassics.com/vehicles/7312-cha/1970-chevrolet-el-camino-ss-454-tribute
"$31,995",1970,Chevrolet,El Camino,"350 V8, TH350 AUTO TRANS, PWR STEER/BRAKES, 10 BOLT, FLOWMASTER, FUN 2 DRIVE!!",streetsideclassics.com/vehicles/5630-dfw/1970-chevrolet-el-camino-ss-tribute
"$69,995",1970,Chevrolet,Impala,"AIR RIDE, NICE PAINT, 502CI V8, TH400 3SPD AUTO W/ GV OVERDRIVE, CUSTOM INTERIOR",streetsideclassics.com/vehicles/7132-cha/1970-chevrolet-impala-restomod
"$36,995",1970,Chevrolet,Monte Carlo,"COOL MONTE! SMOOTH 350 V8, AUTO TRANS, A/C, PWR STEER/BRAKES W/ FRT DISC, NICE!",streetsideclassics.com/vehicles/5420-dfw/1970-chevrolet-monte-carlo
"$39,995",1970,Chevrolet,Monte Carlo,"7.4 LITER 454 BIG BLOCK V8, 3-SPEED AUTO, POWER STEER/FRNT DISC, DUAL EXHAUST!!",streetsideclassics.com/vehicles/6553-atl/1970-chevrolet-monte-carlo
"$29,995",1970,Chevrolet,Nova,"READY TO CRUISE! 400 V8, AUTO, POWER BRAKES W/ FRONT DISC, GREAT COLORS!",streetsideclassics.com/vehicles/5598-dfw/1970-chevrolet-nova
"$58,995",1970,Chevrolet,Nova,"SLICK & POWERFUL NOVA RESTOMOD, LS2 V8, 6-SPEED TRANS, PWR STEER/4-WHEEL DISC!!",streetsideclassics.com/vehicles/6803-atl/1970-chevrolet-nova-ls-restomod
