Price,Year,Make,Model,Description,Url
"$38,995",1965,Ford,Mustang,"BEAUTIFUL FACTORY COLORS, 289 V8, AUTO, FACTORY A/C CAR, PS/B, RARE 8 TRACK OPTN",streetsideclassics.com/vehicles/5348-dfw/1965-ford-mustang
"$26,995",1965,Ford,Mustang,"PEPPY 289 V8 STANG, 3-SPEED AUTO TRANS, DRUM BRAKES, DUAL EXHAUST, PONY CAR!!!",streetsideclassics.com/vehicles/6474-atl/1965-ford-mustang
"$31,995",1965,Ford,Mustang,"KILLER STANG, PEPPY 302 V8, 5-SPEED MANUAL TRANS, FRNT DISC BRAKES, DUAL EXHAUST",streetsideclassics.com/vehicles/6699-atl/1965-ford-mustang
"$32,995",1965,Ford,Mustang,"289CI V8, DESIRABLE 4SPD TRANS, POWER BRAKE, GOOD COLOR COMBO, TASTEFUL UPGRADES",streetsideclassics.com/vehicles/7300-cha/1965-ford-mustang
"$31,995",1965,Ford,Mustang,"302CI V8, SOUNDS GOOD, 5SPD MANUAL TRAN, DRIVES WELL, GR8 LOOKING, TASTEFUL MODS",streetsideclassics.com/vehicles/7360-cha/1965-ford-mustang
"$52,995",1965,Ford,Mustang,"Description coming soon, call for details!",streetsideclassics.com/vehicles/3293-nsh/1965-ford-mustang-convertible
"$37,995",1965,Ford,Mustang,"F CODE 260 V8, RARE 64.5 MUSTANG CONVERITBLE, POWER TOP, POWER STEERING, HURRY!",streetsideclassics.com/vehicles/3622-tpa/1965-ford-mustang-convertible
"$44,995",1965,Ford,Mustang,"Description coming soon, call for details!",streetsideclassics.com/vehicles/3686-tpa/1965-ford-mustang-convertible
"$32,995",1965,Ford,Mustang,"SINGLE FAMILY OWNED PONY, C-CODE 289 V8, 3-SPEED AUTO, RECENT MAINT RCPTS, CLEAN",streetsideclassics.com/vehicles/2661-phx/1965-ford-mustang-coupe
"$28,995",1965,Ford,Mustang,"2 OWNER, AWESOME PONY, 289 V8, 3-SPEED AUTO, FACTORY LOOK, RUNS AND DRIVES GREAT",streetsideclassics.com/vehicles/2672-phx/1965-ford-mustang-coupe
"$33,995",1965,Ford,Mustang,"RARE 64.5, RARE D CODE, YEAR CORRECT 289 V8, FACTORY 4 SPEED, POWER FRONT DISC!",streetsideclassics.com/vehicles/3535-tpa/1965-ford-mustang-d-code
"$47,995",1965,Ford,Mustang,"EYE POPPING FASTBACK, STRONG 302 V8, 3-SPEED AUTO TRANS, PWR 4-WHEEL DISC, COOL!",streetsideclassics.com/vehicles/6715-atl/1965-ford-mustang-fastback
"$92,995",1965,Ford,Mustang,"KILLER K-CODE FASTBACK STANG, 289 HI-PO V8, 4-SPEED MANUAL, DUAL EXHAUST, FAST!",streetsideclassics.com/vehicles/6664-atl/1965-ford-mustang-fastback-k-code
"$41,995",1965,Ford,Mustang,"SLICK GT350 CLONE, STRONG 289 V8, AUTO TRANS, POWER STEER, DUAL EXHAUST, STANG!!",streetsideclassics.com/vehicles/6593-atl/1965-ford-mustang-gt350-tribute
"$32,995",1965,Ford,Mustang,"BRIGHT YELLOW PAINT, POWER FRONT DISCS, 289CI, AUTO TRANS, FUN MUSTANG COUPE!",streetsideclassics.com/vehicles/3313-nsh/1965-ford-mustang-gt-tribute
"$47,995",1965,Ford,Mustang,"FANTASTIC POPPY RED PAINT OVER  WHITE INTERIOR, UPDATED A/C INTERIOR, NICE PONY!",streetsideclassics.com/vehicles/3428-nsh/1965-ford-mustang-gt-tribute
"$33,995",1965,Ford,Mustang,"PRO-STREET BUILD W/ A FUEL INJ 5.0L V8, AUTO, 9-INCH, CAGE, TUBBED, DISC BRAKES",streetsideclassics.com/vehicles/5315-dfw/1965-ford-mustang-pro-street
"$44,995",1965,Ford,Mustang,"Description coming soon, call for details!",streetsideclassics.com/vehicles/2717-phx/1965-ford-mustang-supercharged
"$39,995",1965,Mercury,Comet,"READY TO SHOW & GO! SUPERCHARGED 289 V8, 4 SPD MAN, FRT DISC BRKS, CUSTOM PAINT",streetsideclassics.com/vehicles/5622-dfw/1965-mercury-comet-gasser
"$37,995",1966,Chevrolet,C10,"Description coming soon, call for details!",streetsideclassics.com/vehicles/2734-phx/1966-chevrolet-c10
"$51,995",1966,Chevrolet,C10,"BEAUTIFULLY RESTORED! 283 V8, AUTO, A/C, PS, PB, FRONT DISC, RUNS/DRIVES GREAT!",streetsideclassics.com/vehicles/5673-dfw/1966-chevrolet-c10-custom
"$35,995",1966,Chevrolet,C15,"283 SMALL BLOCK V8, 3-SPEED MANUAL TRANS, GLASSPACK STYLE DUAL EXHAUST, A+!!!",streetsideclassics.com/vehicles/6811-atl/1966-chevrolet-c15-custom
"$59,995",1966,Chevrolet,C20,"HUGE LIFTED STANCE, 502CI RAMJET, 4-WHEEL POWER DISCS, POWER STEER, NICE PAINT!",streetsideclassics.com/vehicles/3308-nsh/1966-chevrolet-c20-restomod-4x4
"$82,995",1966,Chevrolet,C60,"454 V8, 3-SPEED AUTO, FRONT DISCS, PS, A/C, GOOSENECK AND BUMPER HITCH, AIR BAGS",streetsideclassics.com/vehicles/2509-phx/1966-chevrolet-c60-patina-dually
"$44,995",1966,Chevrolet,Chevelle,"ERA CORRECT 283 V8, 3-SPEED AUTO, POWER BRAKES, FRONT DISCS, SLEEK COLOR COMBO!!",streetsideclassics.com/vehicles/2538-phx/1966-chevrolet-chevelle-malibu
"$60,995",1966,Chevrolet,Chevelle,"SUPER CLEAN CHEVELLE MALIBU, 283 V8, 3-SPEED MANUAL, PWR BRAKES, DUAL EXHAUST!!",streetsideclassics.com/vehicles/6775-atl/1966-chevrolet-chevelle-malibu
"$62,995",1966,Chevrolet,Chevelle,"STOUT 454 BIG BLOCK V8, 4-SPEED MANUAL, PWR STEER/FRONT DISC, DUAL EXHAUST, COOL",streetsideclassics.com/vehicles/6861-atl/1966-chevrolet-chevelle-malibu
"$24,995",1966,Chevrolet,Chevelle,"Description coming soon, call for details!",streetsideclassics.com/vehicles/7580-cha/1966-chevrolet-chevelle-malibu
"$56,995",1966,Chevrolet,Chevelle,"SLICK, TRUE SS, 396 V8 W/ GO-FAST GOODIES, 4-SPEED, 4-WHEEL PWR DISCS, PWR STEER",streetsideclassics.com/vehicles/2680-phx/1966-chevrolet-chevelle-ss-396
"$64,995",1966,Chevrolet,Chevelle,"138 SS, #'S MATCH 396, CLEAN, ORIG BOS, WARRANTY CARD, DEALR INV, DRIVES GR8!",streetsideclassics.com/vehicles/3373-nsh/1966-chevrolet-chevelle-ss-396
"$45,995",1966,Chevrolet,Chevelle,"350CI V8, SOUNDS GR8, TH350 3SPD AUTO, POWER STEERING/BRAKES, RUNS WELL, SHARP!!",streetsideclassics.com/vehicles/7367-cha/1966-chevrolet-chevelle-ss-tribute
"$26,995",1966,Chevrolet,Corvair,"ONE GREAT LOOKING & SMOOTH RUNING DROP TOP! 164CI FLAT SIX, 4 SPD MANUAL, WOW!",streetsideclassics.com/vehicles/5540-dfw/1966-chevrolet-corvair-corsa-convertible
"$99,995",1966,Chevrolet,Corvette,"#'S MATCHING L36 427 V8, 4 SPEED MANUAL, CORRECT COLORS, TRIPLE CROWN AWARD WINR",streetsideclassics.com/vehicles/3316-tpa/1966-chevrolet-corvette-427-convertible
"$88,995",1966,Chevrolet,Corvette,"BEAUTIFUL C2 IN FACTORY COLORS! 327 V8, 4 SPEED MAN, A/C, PS, PDB, SIDE PIPES!",streetsideclassics.com/vehicles/5699-dfw/1966-chevrolet-corvette
"$69,995",1966,Chevrolet,Corvette,"Description coming soon, call for details!",streetsideclassics.com/vehicles/3683-tpa/1966-chevrolet-corvette-convertible
"$66,995",1966,Chevrolet,Corvette,"ONE OWNER W/ JUST 64K ORIGINAL MILES! 327/300 GM REPLACEMENT BLOCK, 4 SPD, NICE!",streetsideclassics.com/vehicles/5550-dfw/1966-chevrolet-corvette-convertible
"$67,995",1966,Chevrolet,Corvette,"327 V8, SOUNDS AGGRESSIVE, 4 SPD TRANS, RUNS/DRIVES WELL, NICE COLOR SCHEME, WOW",streetsideclassics.com/vehicles/7186-cha/1966-chevrolet-corvette-grand-sport-tribute
"$109,995",1966,Chevrolet,Corvette,"NUMBERS MATCHING 427 L36 V8 & M20 MUNCIE 4-SPEED!! FACTORY COLORS, 4-WHEEL DISCS",streetsideclassics.com/vehicles/2510-phx/1966-chevrolet-corvette-l36-427
"$29,995",1966,Chevrolet,Impala,"Description coming soon, call for details!",streetsideclassics.com/vehicles/7593-cha/1966-chevrolet-impala
"$64,995",1966,Chevrolet,Malibu,"SLICK CHEVY CHEVELLE, STRONG 396 BIG BLOCK V8, 4-SPEED MANUAL, DUAL EXHAUST!!!",streetsideclassics.com/vehicles/6853-atl/1966-chevrolet-malibu-chevelle
"$74,995",1966,Chevrolet,Nova,"WOW! 383 STROKER V8, 700R4 AUTO, A/C, PS, POWER 4 WHEEL DISCS, GREAT BUILD!",streetsideclassics.com/vehicles/5600-dfw/1966-chevrolet-nova-chevy-ii-ss
"$46,995",1966,Chevrolet,Nova,"REAL DEAL CHEVY II SS, STRONG 350 V8, 3-SPEED AUTO TRANS, PWR FRNT DISC, NICE!!",streetsideclassics.com/vehicles/6677-atl/1966-chevrolet-nova-chevy-ii-ss
"$54,995",1966,Chevrolet,Nova,"STOUT 5.7 LS1 V8, 4-SPEED AUTO TRANS, POWER STEER/FRONT DISC, DUAL EXHAUST, FAST",streetsideclassics.com/vehicles/2258-phx/1966-chevrolet-nova-ls1-restomod
"$97,995",1966,Chevrolet,Nova,"NICELY RESTORED NOVA, #'S MATCHING L79 327 V8, 4-SPEED MANUAL, DUAL EXHAUST, A+!",streetsideclassics.com/vehicles/6637-atl/1966-chevrolet-nova-ss-l79
"$37,995",1966,Ford,Fairlane,,streetsideclassics.com/vehicles/3697-tpa/1966-ford-fairlane
"$164,995",1966,Ford,Fairlane,"#52 OF 57, 427 SIDE OILER, 4 SPD TOP LOADER, TONS OF DOCS, FRONT DISC, VERY NICE",streetsideclassics.com/vehicles/5429-cha/1966-ford-fairlane-500-r-code
"$27,995",1966,Ford,Fairlane,"UPGRADED 351CI CLEVELAND V8 POWER, AUTO TRANSMISSION, GREAT SUNDAY CRUISER",streetsideclassics.com/vehicles/3200-nsh/1966-ford-fairlane-500-xl
"$88,995",1966,Ford,Fairlane,"GR8 RUNNING & DRIVING FAIRLANE, 289 V8, 3-SPEED AUTO, FRONT DISC, DUAL EXHAUST!!",streetsideclassics.com/vehicles/6807-atl/1966-ford-fairlane
"$39,995",1966,Ford,Falcon,"COYOTE SWAPPED, SOUNDS AWESOME, 5SPD TRANS, CUSTOM INTERIOR, SLICK PAINT, SHARP!",streetsideclassics.com/vehicles/7470-cha/1966-ford-falcon-pro-touring-coyote-swap
"$39,995",1966,Ford,Mustang,"302 V8, 3-SPEED AUTO, POWER BRAKES/STEER, FRONT DISCS, ICE-COLD A/C, SLICK PONY!",streetsideclassics.com/vehicles/2635-phx/1966-ford-mustang
"$39,995",1966,Ford,Mustang,"347CI STROKER V8 MOTOR, GREAT LOOKING BODY KIT, RIDLER WHEELS, COOL MUSTANG!",streetsideclassics.com/vehicles/3283-nsh/1966-ford-mustang
"$26,995",1966,Ford,Mustang,"T CODE 200 INLINE 6, 3 SPEED AUTO, POWER STEERING, CORRECT CANDY APPLE RED!",streetsideclassics.com/vehicles/3335-tpa/1966-ford-mustang
"$34,995",1966,Ford,Mustang,"FULLY DOCUMENTED HISTORY, 1 FAMILY OWNED, 50K MILES ON ENGINE, 289 V8, 3SPD, A/C",streetsideclassics.com/vehicles/5586-dfw/1966-ford-mustang
"$36,995",1966,Ford,Mustang,"VERY SHARP INSIDE/OUT! 289 V8, AUTO, PS, FRT DISC BRAKES, CORRECT COLORS! NICE!",streetsideclassics.com/vehicles/5701-dfw/1966-ford-mustang
"$26,995",1966,Ford,Mustang,"CLASSIC AMERICAN MUSCLE, STRONG 289 V8, 3-SPEED AUTO, DUAL EXHAUST, CLEAN IN/OUT",streetsideclassics.com/vehicles/6663-atl/1966-ford-mustang
"$27,995",1966,Ford,Mustang,"GREAT RUNNING 200 CI INLINE 6, 3-SPEED AUTO, FRESH ROTISSERIE RESTO, NICE PAINT!",streetsideclassics.com/vehicles/6763-atl/1966-ford-mustang
"$29,995",1966,Ford,Mustang,"Description coming soon, call for details!",streetsideclassics.com/vehicles/6825-atl/1966-ford-mustang
"$31,995",1966,Ford,Mustang,"BELIEVED 78,104 ACT'L MILES, 289CI V8, 3SPD AUTO, PWR STEER, RUNS & DRIVES WELL!",streetsideclassics.com/vehicles/7306-cha/1966-ford-mustang
"$34,995",1966,Ford,Mustang,"Description coming soon, call for details!",streetsideclassics.com/vehicles/7573-cha/1966-ford-mustang
"$43,995",1966,Ford,Mustang,"347 STRKR V8 W/ EFI, 3-SPEED AUTO, 4-WHEEL PWR DISCS, PS, $19K IN RECENT UPGRDES",streetsideclassics.com/vehicles/2634-phx/1966-ford-mustang-coupe
"$29,995",1966,Ford,Mustang,"CLEAN C-CODE PONY! 289 V8, 3-SPEED AUTO, SLICK COLOR COMBO, GREAT ORIGNL CRUISER",streetsideclassics.com/vehicles/2647-phx/1966-ford-mustang-coupe
"$31,995",1966,Ford,Mustang,"289 V8, 3-SPEED AUTO, PWR STEER, AWESOME COLOR COMBO, GREAT DRIVING C-CODE PONY!",streetsideclassics.com/vehicles/2656-phx/1966-ford-mustang-coupe
"$42,995",1966,Ford,Mustang,"CLEAN, FACTORY-CORRECT PONY! 289 V8, 3-SPEED AUTO, PWR BRKES/STEER, ICE-COLD A/C",streetsideclassics.com/vehicles/2674-phx/1966-ford-mustang-coupe
"$23,995",1966,Ford,Mustang,"Description coming soon, call for details!",streetsideclassics.com/vehicles/2751-phx/1966-ford-mustang-coupe
"$52,995",1966,Ford,Mustang,"UPGRADED 302 V8, 3 SPEED AUTO, C CODE, ELECTRIC POWER STEERING, RED OVER RED!",streetsideclassics.com/vehicles/3265-tpa/1966-ford-mustang-fastback
"$83,995",1966,Ford,Mustang,"RARE K-CODE! 289 HI-PO V8, AUTO, PS, FRT DISC, FACTORY COLORS, PONY INTER'R, WOW",streetsideclassics.com/vehicles/5674-dfw/1966-ford-mustang-fastback-k-code
"$42,995",1966,Ford,Mustang,"A-CODE, 289CI V8, 3SPD AUTO, RUN/DRIVES WELL, CLEAN IN/OUT, GR8 COLOR COMBO, WOW",streetsideclassics.com/vehicles/7445-cha/1966-ford-mustang-gt
"$44,995",1966,Ford,Mustang,"NICE VINTAGE BURGANDY PAINT, 302CI V8, O'D TRANS, POWER STEER, POWER DISC BRAKES",streetsideclassics.com/vehicles/3298-nsh/1966-ford-mustang-gt-tribute
"$54,995",1966,Ford,Mustang,"C CODE 289 V8, POWER FRONT DISC, POWER STEERING, RALLY PAC GAUGES, RED DROPTOP!",streetsideclassics.com/vehicles/3674-tpa/1966-ford-mustang-gt-tribute-convertible
"$42,995",1966,Ford,Mustang,"351 V8, MANUAL VALVE BODY, 4 WHEEL DISC BRAKE, UPGRADED SUSPENSION, FAST & LOUD!",streetsideclassics.com/vehicles/3553-tpa/1966-ford-mustang-prostreet
"$29,995",1966,Ford,Mustang,"COOL SHLEBY BODY KIT, GREAT COLOR, NICELY BUILT 5.0L FUEL INJECTED MOTOR, COOL!",streetsideclassics.com/vehicles/3345-nsh/1966-ford-mustang-restomod
"$42,995",1966,Ford,Mustang,"FUEL INJECTED 302 V8, OVERDRIVE, 4 WHEEL DISC, UPGRADED SUSPENSION, CUSTOM BUILD",streetsideclassics.com/vehicles/3463-tpa/1966-ford-mustang-restomod
"$38,995",1966,Ford,Mustang,"347 STROKER V8, 5 SPEED, FRONT DISCS, GR8 GT350 LOOK, UPGRADED SUSP'N / INTERIOR",streetsideclassics.com/vehicles/5605-dfw/1966-ford-mustang-restomod
"$28,995",1966,Ford,Thunderbird,"428 V8, 3-SPEED AUTO, PWR BRKS/STEER, FRONT DISCS, A/C, CLEAN DROPTOP W/ TONNEAU",streetsideclassics.com/vehicles/2407-phx/1966-ford-thunderbird-convertible
"$35,995",1966,Ford,Thunderbird,"LIFELONG TEXAS CAR! FACTORY COLORS, SMOOTH 390 V8, AUTO, FUN CRUISING DROP TOP!",streetsideclassics.com/vehicles/4992-dfw/1966-ford-thunderbird-convertible
"$21,995",1966,Ford,Thunderbird,"390CI V8, 3SPD AUTO, POWER STEER/BRAKES, RUNS & DRIVES WELL, CLASSY COLOR COMBO!",streetsideclassics.com/vehicles/7286-cha/1966-ford-thunderbird-town-landau
"$45,995",1967,Chevrolet,C10,"PEPPY 350 V8, 3-SPEED AUTO TRANS, POWER STEER/FRONT DISC, SIDE PIPE DUAL EXHAUST",streetsideclassics.com/vehicles/6457-atl/1967-chevrolet-c10
"$98,995",1967,Chevrolet,C10,"BEAUTIFUL SHOW QUALITY TRUCK! PRO BUILT 454 TO 502CI, AUTO, LOOK IN THE BED! WOW",streetsideclassics.com/vehicles/5276-dfw/1967-chevrolet-c10-pro-street
"$31,995",1967,Chevrolet,C20,"C10 BIG BROTHER, 350CI MOTOR, 4-SPEED MANUAL, NICE A/C INTERIOR, WORK OR PLAY!",streetsideclassics.com/vehicles/3223-nsh/1967-chevrolet-c20
"$51,995",1967,Chevrolet,Camaro,"PERIOD CORRECT 327 V8, FI TECH FUEL INJECTION, AUTO, COLD A/C, P/B, P/S, F/D!",streetsideclassics.com/vehicles/3569-tpa/1967-chevrolet-camaro
"$49,995",1967,Chevrolet,Camaro,"Description coming soon, call for details!",streetsideclassics.com/vehicles/6499-atl/1967-chevrolet-camaro-convertible
"$55,995",1967,Chevrolet,Camaro,"VERY NICE STOCK SPEC CAMARO, 327 V8, AUTO TRANS, POWER STEER, CONVERTIBLE, CLEAN",streetsideclassics.com/vehicles/6701-atl/1967-chevrolet-camaro-convertible
"$44,995",1967,Chevrolet,Camaro,"DESIRABLE 1ST GEN, 327 V8, AUTO, POWER STEERING/BRAKES, RUNS & DRIVES WELL, WOW!",streetsideclassics.com/vehicles/7471-cha/1967-chevrolet-camaro-rs
"$56,995",1967,Chevrolet,Camaro,"TRUE RS, 327CI V8, TH350 3SPD AUTO, PWR STEERING/BRAKES, DRIVES WELL, NICE RIDE!",streetsideclassics.com/vehicles/7026-cha/1967-chevrolet-camaro-rs-convertible
"$76,995",1967,Chevrolet,Camaro,"'67 CHEVY WITH '69 BODY, 468 CID V8 WITH GOODIES, TH400 AUTO, UPGRADD SUSPENSION",streetsideclassics.com/vehicles/2544-phx/1967-chevrolet-camaro-rs-pro-street
"$59,995",1967,Chevrolet,Camaro,"350CI V8, TH350 3SPD AUTO, POWER STEER/BRAKES, GR8 COLOR COMBO, RUNS/DRIVES WELL",streetsideclassics.com/vehicles/7328-cha/1967-chevrolet-camaro-rs-ss
"$69,995",1967,Chevrolet,Camaro,"TRUE RS/SS CAR, ELECTRIC RS DOORS, 5.3L LS POWERHOUSE, 4-SPEED MANUAL, COOL!",streetsideclassics.com/vehicles/3378-nsh/1967-chevrolet-camaro-rs-ss-restomod
"$67,995",1967,Chevrolet,Camaro,"VERY IMPRESSIVE BUILD! STRONG 496 V8, 5 SPD MANUAL, A/C, PS, PDB, DRIVES GREAT!",streetsideclassics.com/vehicles/5647-dfw/1967-chevrolet-camaro-rs-tribute
"$49,995",1967,Chevrolet,Camaro,"CRATE 350 V8, TH350, POWER STEERING & BRAKES, FRONT DISC, RED OVER BLACK, SWEET!",streetsideclassics.com/vehicles/5655-dfw/1967-chevrolet-camaro-rs-tribute
"$52,995",1967,Chevrolet,Camaro,"STRONG 454 BIG BLOCK V8, 4-SPEED MANUAL, FRONT DISC BRAKES, DUAL EXHAUST, RS!!!",streetsideclassics.com/vehicles/6764-atl/1967-chevrolet-camaro-rs-tribute
"$57,995",1967,Chevrolet,Camaro,"GR8 RUNNING 327 V8, 3-SPEED AUTO TRANS, POWER STEER/FRONT DISC, DUAL EXHAUST!!!",streetsideclassics.com/vehicles/6535-atl/1967-chevrolet-camaro-rs-tribute-convertible
"$59,995",1967,Chevrolet,Camaro,"350CI V8, 4SPD TRANS, A/C, PWR STEER/BRAKES, CLEAN IN/OUT, GR8 COLOR COMBO, NICE",streetsideclassics.com/vehicles/7264-cha/1967-chevrolet-camaro-ss-350
"$57,995",1967,Chevrolet,Camaro,"Description coming soon, call for details!",streetsideclassics.com/vehicles/7567-cha/1967-chevrolet-camaro-ss-396
"$41,995",1967,Chevrolet,Camaro,"350 V8, 700R4 OVERDRIVE, POWER 4 WHEEL DISC, POWER STEERING, STAGGERED WHEELS!",streetsideclassics.com/vehicles/3287-tpa/1967-chevrolet-camaro-ss-tribute
"$58,995",1967,Chevrolet,Camaro,"PEPPY 327 V8, 4-SPEED MANUAL TRANS, PWR STEER/FRNT DISC, DUAL EXHAUST, CONVERT!!",streetsideclassics.com/vehicles/6822-atl/1967-chevrolet-camaro-ss-tribute-convertible
"$61,995",1967,Chevrolet,Chevelle,"454 V8, 700R4 AUTO, PS, PB W/ FRONT DISC, FACTORY COLORS, GREAT CRUISER!",streetsideclassics.com/vehicles/5138-dfw/1967-chevrolet-chevelle-malibu-ss-tribute
"$89,995",1967,Chevrolet,Chevelle,"CUSTOM YEAR ONE BUILD, SEMA, HOT ROD MAGAZINE, TELEVISION, TONS OF DOCUMENTATION",streetsideclassics.com/vehicles/2545-tpa/1967-chevrolet-chevelle-pro-touring
"$72,995",1967,Chevrolet,Chevelle,"TRUE 138 SUPER SPORT, #'S MATCH 396 MOTOR, TH400 TRANS, 12-BOLT, ORIGINAL COLORS",streetsideclassics.com/vehicles/3349-nsh/1967-chevrolet-chevelle-ss-396
"$76,995",1967,Chevrolet,Chevelle,"REAL SS! 396 V8, 4 SPEED MANUAL, POWER DISC BRAKES, PS, A/C, SHARP INSIDE/OUT!",streetsideclassics.com/vehicles/5666-dfw/1967-chevrolet-chevelle-ss-396
"$59,995",1967,Chevrolet,Chevelle,"DESIRABLE BODY STYLE/ YEAR, BIG BLOCK 396CI V8, TH400 AUTO, PWR STEERING/BRAKES!",streetsideclassics.com/vehicles/7206-cha/1967-chevrolet-chevelle-ss-396
"$65,995",1967,Chevrolet,Chevelle,"138-TRUE SS, PERIOD CORRECT 396 V8, 4SPD TRANS, POWER STEERING/BRAKES, NICE RIDE",streetsideclassics.com/vehicles/7416-cha/1967-chevrolet-chevelle-ss-396
"$59,995",1967,Chevrolet,Chevelle,"STRONG 396 BIG BLOCK V8, 4-SPEED MANUAL TRANS, PWR STEER/FRNT DISC, DUAL EXHAUST",streetsideclassics.com/vehicles/6782-atl/1967-chevrolet-chevelle-ss-396-tribute
"$61,995",1967,Chevrolet,Chevelle,"Description coming soon, call for details!",streetsideclassics.com/vehicles/7561-cha/1967-chevrolet-chevelle-ss-396-tribute
"$69,995",1967,Chevrolet,Chevelle,"TRUE SS SUPER SPORT CHEVELLE, BIG BLOCK 454, BUCKETS W/ CONSOLE, POWER STEER",streetsideclassics.com/vehicles/3385-nsh/1967-chevrolet-chevelle-ss-454
"$59,995",1967,Chevrolet,Chevelle,"BIG BLOCK 454CI POWER, 4-SPEED MANUAL, GREAT COLOR COMBO, BUCKETS W/ CONSOLE",streetsideclassics.com/vehicles/3375-nsh/1967-chevrolet-chevelle-ss-454-tribute
"$82,995",1967,Chevrolet,Corvette,"NUMBERS MATCHING 327CI MOTOR & 4-SPEED MANUAL, GREAT COLOR COMBO, STINGRAY!",streetsideclassics.com/vehicles/3169-nsh/1967-chevrolet-corvette
"$24,995",1967,Chevrolet,El Camino,"Description coming soon, call for details!",streetsideclassics.com/vehicles/3632-tpa/1967-chevrolet-el-camino
"$24,995",1967,Chevrolet,El Camino,"GROUND THUMPING 468CI BIG BLOCK, POWERGLIDE, 12-BOLT POSI, POWER STEER, COOL!",streetsideclassics.com/vehicles/3289-nsh/1967-chevrolet-el-camino-468-pro-street
"$31,995",1967,Chevrolet,Impala,"LOW-AND-SLOW, 350 V8, AUTO TRANS, PWR STEER, CONVERTIBLE, CUSTOM PAINT, SLICK!!",streetsideclassics.com/vehicles/6462-atl/1967-chevrolet-impala-lowrider
"$44,995",1967,Chevrolet,Impala,,streetsideclassics.com/vehicles/5667-dfw/1967-chevrolet-impala-pro-street
"$61,995",1967,Chevrolet,K10,"350 V8, 4-SPEED, PB/S, ICE-COLD A/C, NEW LMC STEEL BED W/ OAK INSERTS, CLEAN 4X4",streetsideclassics.com/vehicles/2334-phx/1967-chevrolet-k10-4x4
"$41,995",1967,Chevrolet,Nova,"SLICK CHEVY II NOVA, PEPPY 350, 3-SPEED AUTO TRANS, 4-WHEEL DISC, DUAL EXHAUST!!",streetsideclassics.com/vehicles/6678-atl/1967-chevrolet-nova-chevy-ii
"$79,995",1967,Chevrolet,Nova,"TRUE SS! VERY CLEAN BUILD! 350 CRATE V8, AUTO, A/C, PB W/ FRT DISC, SHARP IN/OUT",streetsideclassics.com/vehicles/5659-dfw/1967-chevrolet-nova-ss
"$41,995",1967,Dodge,Coronet,"REALLY NICE MOPAR! 440 V8, AUTO, POWER STEER/BRAKES, 4 WHL DISC, GREAT COLORS!",streetsideclassics.com/vehicles/5596-dfw/1967-dodge-coronet-440
"$34,995",1967,Dodge,Coronet,"SHARP VINTAGE MOPAR DROP TOP! REBUILT 383 V8, AUTO, FRONT DISCS, FUN CRUISER!",streetsideclassics.com/vehicles/4785-dfw/1967-dodge-coronet-r-t-convertible-tribute
"$34,995",1967,Ford,Econoline,"F/I 5.0L V8, 4SPD AUTO TRANS, A/C, POWER STEERING/BRAKES, RUNS WELL, COOL CRUISR",streetsideclassics.com/vehicles/7389-cha/1967-ford-econoline
"$46,995",1967,Ford,F-100,"VERY SHARP AND CLEAN! SMOOTH 351W V8, AUTO, PS, PB, FRONT DISC, GREAT COLORS!",streetsideclassics.com/vehicles/5327-dfw/1967-ford-f-100
"$49,995",1967,Ford,F-100,"BIG BLOCK 460 V8, 4 SPEED MANUAL, P/S, P/B, FRONT DISC, COLD A/C, LIFTED ON 40S!",streetsideclassics.com/vehicles/3468-tpa/1967-ford-f-100-ranger-4x4
"$19,995",1967,Ford,F-100,"HARD WORKING 352 V8, 3-SPEED AUTO, POWER DRUM BRAKES, LONG BED RANGER, STOCK!!",streetsideclassics.com/vehicles/6668-atl/1967-ford-f-100-ranger
"$41,995",1967,Ford,F-100,"FUEL-INJECTED 4.6L V8, 4SPD AUTO TRANS,  A/C, POWER STEERING/BRAKE, CLEAN IN/OUT",streetsideclassics.com/vehicles/7422-cha/1967-ford-f-100-restomod
"$36,995",1967,Ford,Mustang,"WELL DOCUMENTED, FACTORY COLORS, 289 V8, AUTO, A/C, PS, PB, FRONT DISC, NICE!",streetsideclassics.com/vehicles/5501-dfw/1967-ford-mustang
"$32,995",1967,Ford,Mustang,"FUN 2 DRIVE STANG, STRONG 289 V8, AUTO TRANS, PWR STEER/FRNT DISC, DUAL EXHAUST!",streetsideclassics.com/vehicles/6702-atl/1967-ford-mustang
"$26,995",1967,Ford,Mustang,"DESIRABLE YEAR, 289CI V8, 4SPD AUTO, PWR STEER, GOOD COLORS, AFTERMARKET WHEELS!",streetsideclassics.com/vehicles/6876-cha/1967-ford-mustang
"$39,995",1967,Ford,Mustang,"DESIRABLE A CODE, 289 V8, AUTO, POWER STEERING, POWER TOP, CUSTOM COLOR, WOW!",streetsideclassics.com/vehicles/3352-tpa/1967-ford-mustang-convertible
"$39,995",1967,Ford,Mustang,"SWEET MUSTANG CONVERTIBLE, 289 V8, 3-SPEED AUTO, POWER STEER, DUAL EXHAUST, COOL",streetsideclassics.com/vehicles/6849-atl/1967-ford-mustang-convertible
"$72,995",1967,Ford,Mustang,"SLICK FASTBACK! 351 V8, AUTO, A/C, PWR STEER, 4 WHEEL DISC, READY TO CRUISE!",streetsideclassics.com/vehicles/5614-dfw/1967-ford-mustang-fastback
