Year,Make,Price
1971,AMC,"$47,995"
1971,Buick,"$33,995"
1971,Buick,"$35,995"
1971,Cadillac,"$48,995"
1971,Chevrolet,"$119,995"
1971,Chevrolet,"$74,995"
1971,Chevrolet,"$36,995"
1971,Chevrolet,"$47,995"
1971,Chevrolet,"$54,995"
1971,Chevrolet,"$39,995"
1971,Chevrolet,"$46,995"
1971,Chevrolet,"$37,995"
1971,Chevrolet,"$41,995"
1971,Chevrolet,"$49,995"
1971,Chevrolet,"$43,995"
1971,Chevrolet,"$52,995"
1971,Chevrolet,"$50,995"
1971,Chevrolet,"$62,995"
1971,Chevrolet,"$47,995"
1971,Chevrolet,"$41,995"
1971,Chevrolet,"$44,995"
1971,Chevrolet,"$41,995"
1971,Datsun,"$21,995"
1971,Dodge,"$54,995"
1971,Dodge,"$92,995"
1971,Ford,"$25,995"
1971,GMC,"$68,995"
1971,GMC,"$34,995"
1971,International,"$47,995"
1971,Oldsmobile,"$57,995"
1971,Plymouth,"$62,995"
1971,Plymouth,"$82,995"
1971,Toyota,"$37,995"
1971,Volkswagen,"$22,995"
1971,Volkswagen,"$16,995"
1971,Volkswagen,"$25,995"
1971,Volkswagen,"$16,995"
1971,Volkswagen,"$11,995"
1972,Buick,"$46,995"
1972,Buick,"$42,995"
1972,Cadillac,"$24,995"
1972,Chevrolet,"$44,995"
1972,Chevrolet,"$39,995"
1972,Chevrolet,"$42,995"
1972,Chevrolet,"$53,995"
1972,Chevrolet,"$43,995"
1972,Chevrolet,"$36,995"
1972,Chevrolet,"$43,995"
1972,Chevrolet,"$21,995"
1972,Chevrolet,"$32,995"
1972,Chevrolet,"$52,995"
1972,Chevrolet,"$37,995"
1972,Chevrolet,"$59,995"
1972,Chevrolet,"$79,995"
1972,Chevrolet,"$42,995"
1972,Chevrolet,"$47,995"
1972,Chevrolet,"$48,995"
1972,Chevrolet,"$49,995"
1972,Chevrolet,"$46,995"
1972,Chevrolet,"$49,995"
1972,Chevrolet,"$49,995"
1972,Chevrolet,"$35,995"
1972,Chevrolet,"$41,995"
1972,Chevrolet,"$41,995"
1972,Chevrolet,"$39,995"
1972,Chevrolet,"$40,995"
1972,Chevrolet,"$38,995"
1972,Chevrolet,"$22,995"
1972,Chevrolet,"$36,995"
1972,Chevrolet,"$37,995"
1972,Chevrolet,"$29,995"
1972,Chevrolet,"$45,995"
1972,Chevrolet,"$42,995"
1972,Chevrolet,"$59,995"
1972,Chevrolet,"$57,995"
1972,Chevrolet,"$61,995"
1972,Chevrolet,"$42,995"
1972,Chevrolet,"$43,995"
1972,Chevrolet,"$45,995"
1972,Chevrolet,"$43,995"
1972,Chevrolet,"$34,995"
1972,Dodge,"$51,995"
1972,Dodge,"$127,995"
1972,Ford,"$49,995"
1972,Ford,"$13,995"
1972,Ford,"$36,995"
1972,Ford,"$18,995"
1972,Ford,"$25,995"
1972,GMC,"$36,995"
1972,GMC,"$22,995"
1972,Jeep,"$37,995"
1972,Mercedes-Benz,"$24,995"
1972,Oldsmobile,"$44,995"
1972,Plymouth,"$84,995"
1972,Volkswagen,"$12,995"
1972,Volkswagen,"$21,995"
1972,Volkswagen,"$49,995"
1972,Volkswagen,"$37,995"
1973,Cadillac,"$33,995"
1973,Chevrolet,"$42,995"
1973,Chevrolet,"$60,995"
1973,Chevrolet,"$38,995"
1973,Chevrolet,"$37,995"
1973,Chevrolet,"$53,995"
1973,Chevrolet,"$44,995"
1973,Chevrolet,"$34,995"
1973,Chevrolet,"$37,995"
1973,Chevrolet,"$29,995"
1973,Chevrolet,"$28,995"
1973,Chevrolet,"$36,995"
1973,Chevrolet,"$30,995"
1973,Chevrolet,"$32,995"
1973,Chevrolet,"$47,995"
1973,Chevrolet,"$31,995"
1973,Chevrolet,"$34,995"
1973,Chevrolet,"$26,995"
1973,Ford,"$58,995"
1973,Ford,"$20,995"
1973,Ford,"$28,995"
1973,Ford,"$31,995"
1973,Ford,"$29,995"
1973,Ford,"$36,995"
1973,Ford,"$22,995"
1973,GMC,"$39,995"
1973,GMC,"$39,995"
1973,Porsche,"$37,995"
1973,Triumph,"$14,995"
1973,Volkswagen,"$26,995"
1973,Volkswagen,"$22,995"
1973,Volkswagen,"$19,995"
1973,Volkswagen,"$34,995"
1974,BMW,"$59,995"
1974,Chevrolet,"$26,995"
1974,Chevrolet,"$24,995"
1974,Chevrolet,"$27,995"
1974,Chevrolet,"$38,995"
1974,Chevrolet,"$26,995"
1974,Chevrolet,"$39,995"
1974,Chevrolet,"$27,995"
1974,Chevrolet,"$27,995"
1974,Chevrolet,"$32,995"
1974,Dodge,"$89,995"
1974,Dodge,"$27,995"
1974,International,"$29,995"
1974,Lincoln,"$24,995"
1974,Plymouth,"$39,995"
1974,Pontiac,"$87,995"
1974,Pontiac,"$11,995"
1974,Volkswagen,"$20,995"
1974,Volkswagen,"$16,995"
1974,Volkswagen,"$34,995"
1974,Volkswagen,"$23,995"
1975,Chevrolet,"$19,995"
1975,Porsche,"$22,995"
1975,Triumph,"$23,995"
1976,Alfa Romeo,"$12,995"
1976,Chevrolet,"$46,995"
1976,Chevrolet,"$19,995"
1976,Chevrolet,"$44,995"
1976,Dodge,"$19,995"
1976,Ford,"$34,995"
1976,Ford,"$24,995"
1976,GMC,"$58,995"
1976,GMC,"$32,995"
1976,GMC,"$27,995"
1976,Jeep,"$32,995"
1976,Lincoln,"$22,995"
1976,Mercedes-Benz,"$16,995"
1976,MG,"$18,995"
1976,MG,"$16,995"
1976,Pontiac,"$23,995"
1976,Toyota,"$49,995"
1976,Toyota,"$99,995"
1977,Cadillac,"$16,995"
1977,Cadillac,"$24,995"
1977,Chevrolet,"$25,995"
1977,Chevrolet,"$34,995"
1977,Chevrolet,"$14,995"
1977,Chevrolet,"$37,995"
1977,Chevrolet,"$28,995"
1977,Chevrolet,"$29,995"
1977,Dodge,"$25,995"
1977,Ford,"$73,995"
1977,Ford,"$33,995"
1977,Ford,"$45,995"
1977,Ford,"$22,995"
1977,GMC,"$83,995"
1977,International,"$53,995"
1977,Jeep,"$16,995"
1977,Jeep,"$29,995"
1977,Jeep,"$33,995"
1977,Jeep,"$41,995"
1977,MG,"$14,995"
1977,Toyota,"$59,995"
1977,Toyota,"$42,995"
1977,Triumph,"$25,995"
1977,Volkswagen,"$14,995"
1978,AMC,"$22,995"
1978,Buick,"$14,995"
1978,Cadillac,"$27,995"
1978,Cadillac,"$20,995"
1978,Cadillac,"$15,995"
1978,Chevrolet,"$26,995"
1978,Chevrolet,"$34,995"
1978,Chevrolet,"$24,995"
1978,Chevrolet,"$17,995"
1978,Chevrolet,"$42,995"
1978,Chevrolet,"$36,995"
1978,Chevrolet,"$44,995"
1978,Chevrolet,"$24,995"
1978,Chevrolet,"$63,995"
1978,Chevrolet,"$47,995"
1978,Datsun,"$32,995"
1978,Ford,"$37,995"
1978,Ford,"$27,995"
1978,Ford,"$27,995"
1978,Ford,"$44,995"
1978,Ford,"$23,995"
1978,Ford,"$37,995"
1978,Ford,"$14,995"
1978,Jeep,"$28,995"
1978,Jeep,"$39,995"
1978,Lincoln,"$12,995"
1978,Lincoln,"$19,995"
1978,Lincoln,"$25,995"
1978,Pontiac,"$46,995"
1978,Pontiac,"$39,995"
1978,Pontiac,"$34,995"
1978,Pontiac,"$25,995"
1978,Toyota,"$67,995"
1979,Chevrolet,"$41,995"
1979,Chevrolet,"$26,995"
1979,Chevrolet,"$29,995"
1979,Chevrolet,"$32,995"
1979,Chevrolet,"$16,995"
1979,Chevrolet,"$59,995"
1979,Datsun,"$18,995"
1979,Datsun,"$30,995"
1979,Datsun,"$16,995"
1979,Ford,"$45,995"
1979,Ford,"$27,995"
1979,Ford,"$44,995"
1979,Ford,"$23,995"
1979,GMC,"$17,995"
1979,Jeep,"$18,995"
1979,Jeep,"$26,995"
1979,Lincoln,"$14,995"
1979,Lincoln,"$18,995"
1979,Lincoln,"$19,995"
1979,Mercedes-Benz,"$19,995"
1979,Mercedes-Benz,"$21,995"
1979,Oldsmobile,"$18,995"
1979,Pontiac,"$49,995"
1979,Triumph,"$19,995"
1979,Volkswagen,"$30,995"
1979,Volkswagen,"$33,995"
1980,Chevrolet,"$17,995"
1980,Chevrolet,"$36,995"
1980,Chevrolet,"$41,995"
1980,Datsun,"$33,995"
1980,Ford,"$25,995"
1980,International,"$34,995"
1980,Jeep,"$24,995"
1980,Jeep,"$31,995"
1980,Mercedes-Benz,"$18,995"
1980,Mercedes-Benz,"$20,995"
1980,Pontiac,"$32,995"
1980,Triumph,"$16,995"
1980,Triumph,"$21,995"
1981,BMW,"$18,995"
1981,Chevrolet,"$24,995"
1981,Chevrolet,"$31,995"
1981,Chevrolet,"$15,995"
1981,Chevrolet,"$29,995"
1981,Chevrolet,"$39,995"
1981,Chevrolet,"$19,995"
1981,Chevrolet,"$24,995"
1981,Chevrolet,"$26,995"
1981,Chevrolet,"$22,995"
1981,Jeep,"$16,995"
1981,Jeep,"$49,995"
1981,Mercedes-Benz,"$28,995"
1981,Toyota,"$54,995"
1982,Chevrolet,"$43,995"
1982,Chevrolet,"$54,995"
1982,Chevrolet,"$23,995"
1982,Chevrolet,"$33,995"
1982,Datsun,"$20,995"
1982,Jeep,"$29,995"
1982,Jeep,"$64,995"
1982,Mercedes-Benz,"$14,995"
1982,Mercedes-Benz,"$27,995"
1982,Porsche,"$20,995"
1982,Toyota,"$82,995"
1982,Zimmer,"$34,995"
1983,Chevrolet,"$36,995"
1983,Chevrolet,"$35,995"
1983,Chevrolet,"$17,995"
1983,Chevrolet,"$26,995"
1983,Ford,"$35,995"
1983,Ford,"$23,995"
1983,Jeep,"$16,995"
1983,Jeep,"$19,995"
1983,Jeep,"$39,995"
1983,Mercedes-Benz,"$19,995"
1983,Mercedes-Benz,"$31,995"
1984,Chevrolet,"$35,995"
1984,Ferrari,"$76,995"
1984,Ford,"$17,995"
1984,GMC,"$32,995"
1984,GMC,"$37,995"
1984,GMC,"$26,995"
1984,Mercedes-Benz,"$89,995"
1984,Pontiac,"$12,995"
1984,Pontiac,"$28,995"
1985,Buick,"$21,995"
1985,Chevrolet,"$46,995"
1985,Chevrolet,"$56,995"
1985,Chevrolet,"$29,995"
1985,Chevrolet,"$43,995"
1985,Chevrolet,"$28,995"
1985,Chevrolet,"$33,995"
1985,Chevrolet,"$54,995"
1985,Chevrolet,"$20,995"
1985,Chevrolet,"$17,995"
1985,Ford,"$17,995"
1985,Ford,"$23,995"
1985,GMC,"$18,995"
1985,GMC,"$29,995"
1985,GMC,"$39,995"
1985,Jeep,"$29,995"
1985,Jeep,"$29,995"
1985,Jeep,"$32,995"
1985,Jeep,"$52,995"
1985,Jeep,"$49,995"
1985,Mercedes-Benz,"$17,995"
1985,Mercedes-Benz,"$27,995"
1985,Oldsmobile,"$14,995"
1985,Pontiac,"$17,995"
1985,Toyota,"$24,995"
1985,Toyota,"$13,995"
1986,Buick,"$58,995"
1986,Chevrolet,"$32,995"
1986,Chevrolet,"$32,995"
1986,Chevrolet,"$49,995"
1986,Chevrolet,"$30,995"
1986,Chevrolet,"$22,995"
1986,Chevrolet,"$31,995"
1986,Chevrolet,"$14,995"
1986,Chevrolet,"$31,995"
1986,Chrysler,"$13,995"
1986,Dodge,"$27,995"
1986,Ford,"$24,995"
1986,Ford,"$38,995"
1986,Ford,"$29,995"
1986,Ford,"$29,995"
1986,Ford,"$17,995"
1986,Ford,"$26,995"
1986,Ford,"$17,995"
1986,GMC,"$37,995"
1986,GMC,"$8,995"
1986,GMC,"$34,995"
1986,Jeep,"$19,995"
1986,Jeep,"$27,995"
1986,Mercedes-Benz,"$31,995"
1986,Mercedes-Benz,"$27,995"
1986,Mercedes-Benz,"$21,995"
1986,Mercury,"$38,995"
1986,Nissan,"$14,995"
1986,Porsche,"$71,995"
1987,Alfa Romeo,"$18,995"
1987,Buick,"$62,995"
1987,Chevrolet,"$38,995"
1987,Chevrolet,"$38,995"
1987,Chevrolet,"$24,995"
1987,Chevrolet,"$16,995"
1987,Chevrolet,"$23,995"
1987,Chevrolet,"$14,995"
1987,Chevrolet,"$12,995"
1987,Chevrolet,"$17,995"
1987,Chevrolet,"$29,995"
1987,Chevrolet,"$21,995"
1987,Ford,"$27,995"
1987,Ford,"$20,995"
1987,Ford,"$24,995"
1987,Ford,"$34,995"
1987,GMC,"$24,995"
1987,GMC,"$23,995"
1987,Mazda,"$31,995"
1987,Mercedes-Benz,"$24,995"
1987,Zimmer,"$39,995"
1988,Alfa Romeo,"$8,995"
1988,Chevrolet,"$21,995"
1988,Chevrolet,"$19,995"
1988,Chevrolet,"$21,995"
1988,Chevrolet,"$24,995"
1988,Chevrolet,"$26,995"
1988,Chevrolet,"$24,995"
1988,Chevrolet,"$49,995"
1988,Ford,"$23,995"
1988,Ford,"$21,995"
1988,Ford,"$21,995"
1988,Ford,"$22,995"
1988,Ford,"$24,995"
1988,Ford,"$21,995"
1988,Ford,"$11,995"
1988,Jeep,"$22,995"
1988,Mercedes-Benz,"$14,995"
1988,Oldsmobile,"$10,995"
1988,Pontiac,"$23,995"
1988,Pontiac,"$21,995"
1988,Pontiac,"$26,995"
1988,Pontiac,"$26,995"
1988,Pontiac,"$46,995"
1988,Tiffany,"$34,995"
1989,Chevrolet,"$22,995"
1989,Chevrolet,"$44,995"
1989,Chevrolet,"$15,995"
1989,Chevrolet,"$19,995"
1989,Chevrolet,"$24,995"
1989,Chevrolet,"$34,995"
1989,Chevrolet,"$21,995"
1989,Chevrolet,"$25,995"
1989,Chevrolet,"$24,995"
1989,Chevrolet,"$28,995"
1989,Chevrolet,"$25,995"
1989,Ford,"$28,995"
1989,Ford,"$25,995"
1989,Ford,"$33,995"
1989,Ford,"$16,995"
1989,Ford,"$28,995"
1989,Ford,"$21,995"
1989,Ford,"$27,995"
1989,Ford,"$27,995"
1989,Ford,"$19,995"
1989,Ford,"$29,995"
1989,Ford,"$22,995"
1989,Ford,"$11,995"
1989,Ford,"$22,995"
1989,GMC,"$29,995"
1989,GMC,"$12,995"
1989,Jeep,"$17,995"
1989,Jeep,"$25,995"
1989,Jeep,"$22,995"
1989,Mazda,"$19,995"
1989,Mercedes-Benz,"$28,995"
1989,Mercedes-Benz,"$22,995"
1989,Mercedes-Benz,"$24,995"
1989,Pontiac,"$24,995"
1990,Chevrolet,"$44,995"
1990,Chevrolet,"$41,995"
1990,Chevrolet,"$26,995"
1990,Chevrolet,"$49,995"
1990,Chevrolet,"$27,995"
1990,Chevrolet,"$21,995"
1990,Chevrolet,"$19,995"
1990,Chevrolet,"$30,995"
1990,Chevrolet,"$24,995"
1990,Ford,"$58,995"
1990,Ford,"$25,995"
1990,Ford,"$19,995"
1990,Ford,"$19,995"
1990,GMC,"$29,995"
1990,GMC,"$29,995"
1990,Nissan,"$34,995"
1991,Chevrolet,"$32,995"
1991,Chevrolet,"$18,995"
1991,Chevrolet,"$24,995"
1991,Chevrolet,"$25,995"
1991,Ford,"$14,995"
1991,Jeep,"$66,995"
1991,Mazda,"$11,995"
1991,Pontiac,"$29,995"
1992,Cadillac,"$15,995"
1992,Chevrolet,"$22,995"
1992,Chevrolet,"$13,995"
1992,Chevrolet,"$28,995"
1992,Chevrolet,"$14,995"
1992,Citroen,"$18,995"
1992,Ford,"$28,995"
1992,Ford,"$23,995"
1992,Ford,"$21,995"
1992,GMC,"$29,995"
1992,Volkswagen,"$48,995"
1993,Cadillac,"$16,995"
1993,Chevrolet,"$29,995"
1993,Chevrolet,"$24,995"
1993,Chevrolet,"$26,995"
1993,Chevrolet,"$26,995"
1993,Dodge,"$38,995"
1993,Ford,"$21,995"
1993,Ford,"$34,995"
1993,Ford,"$19,995"
1993,Ford,"$23,995"
1993,Jeep,"$29,995"
1993,Mercedes-Benz,"$10,995"
1993,Mercedes-Benz,"$84,995"
1993,Mercury,"$14,995"
1993,Pontiac,"$14,995"
1994,Chevrolet,"$24,995"
1994,Chevrolet,"$23,995"
1994,Chevrolet,"$23,995"
1994,Chevrolet,"$27,995"
1994,Chevrolet,"$22,995"
1994,Chevrolet,"$13,995"
1994,Chevrolet,"$15,995"
1994,Ford,"$39,995"
1994,Ford,"$38,995"
1994,Ford,"$25,995"
1994,Ford,"$19,995"
1994,Ford,"$28,995"
1994,Ford,"$19,995"
1994,Ford,"$24,995"
1994,Ford,"$22,995"
1994,Ford,"$32,995"
1994,Ford,"$18,995"
1994,Ford,"$19,995"
1994,GMC,"$16,995"
1994,Jeep,"$19,995"
1994,Nissan,"$12,995"
1994,Pontiac,"$19,995"
1994,Rover,"$27,995"
1995,AM General,"$99,995"
1995,BMW,"$19,995"
1995,Chevrolet,"$23,995"
1995,Chevrolet,"$26,995"
1995,Chevrolet,"$22,995"
1995,Chevrolet,"$24,995"
1995,Chevrolet,"$17,995"
1995,Chevrolet,"$20,995"
1995,Chevrolet,"$26,995"
1995,Chevrolet,"$21,995"
1995,Chevrolet,"$13,995"
1995,Chevrolet,"$14,995"
1995,Chevrolet,"$15,995"
1995,Chevrolet,"$17,995"
1995,Chevrolet,"$19,995"
1995,Dodge,"$19,995"
1995,Dodge,"$39,995"
1995,Ford,"$26,995"
1995,Ford,"$12,995"
1995,GMC,"$26,995"
1995,Honda,"$16,995"
1995,Jaguar,"$19,995"
1995,Mercedes-Benz,"$39,995"
1995,Mitsubishi,"$19,995"
1995,Porsche,"$23,995"
1996,Chevrolet,"$15,995"
1996,Chevrolet,"$27,995"
1996,Chevrolet,"$22,995"
1996,Chevrolet,"$25,995"
1996,Chevrolet,"$19,995"
1996,Chevrolet,"$18,995"
1996,Chevrolet,"$19,995"
1996,Chevrolet,"$27,995"
1996,Chevrolet,"$33,995"
1996,Chevrolet,"$34,995"
1996,Dodge,"$27,995"
1996,Dodge,"$89,995"
1996,Ford,"$32,995"
1996,Ford,"$19,995"
1996,Ford,"$18,995"
1996,Ford,"$27,995"
1996,Ford,"$19,995"
1996,GMC,"$27,995"
1996,GMC,"$17,995"
1996,GMC,"$22,995"
1996,Lincoln,"$9,995"
1996,Mazda,"$12,995"
1996,Pontiac,"$21,995"
1996,Pontiac,"$31,995"
1997,BMW,"$16,995"
1997,Cadillac,"$17,995"
1997,Chevrolet,"$15,995"
1997,Chevrolet,"$24,995"
1997,Chevrolet,"$19,995"
1997,Chevrolet,"$23,995"
1997,Chevrolet,"$25,995"
1997,Chevrolet,"$16,995"
1997,Chevrolet,"$17,995"
1997,Chevrolet,"$16,995"
1997,Chevrolet,"$19,995"
1997,Ford,"$26,995"
1997,GMC,"$19,995"
1997,Jaguar,"$22,995"
1997,Jeep,"$24,995"
1997,Jeep,"$23,995"
1997,Land Rover,"$112,995"
1997,Lexus,"$47,995"
1997,Mercedes-Benz,"$14,995"
1997,Pontiac,"$18,995"
1998,Cadillac,"$9,995"
1998,Chevrolet,"$18,995"
1998,Chevrolet,"$26,995"
1998,Chevrolet,"$23,995"
1998,Chevrolet,"$14,995"
1998,Chevrolet,"$23,995"
1998,Ford,"$12,995"
1998,Ford,"$27,995"
1998,GMC,"$26,995"
1998,GMC,"$49,995"
1998,Jeep,"$17,995"
1998,Jeep,"$32,995"
1998,Lincoln,"$14,995"
1999,Chevrolet,"$19,995"
1999,Chevrolet,"$24,995"
1999,Chevrolet,"$28,995"
1999,Chevrolet,"$34,995"
1999,Dodge,"$61,995"
1999,Ford,"$82,995"
1999,Ford,"$14,995"
1999,GMC,"$25,995"
1999,Jeep,"$16,995"
1999,Plymouth,"$35,995"
1999,Pontiac,"$23,995"
1999,Pontiac,"$31,995"
1999,Pontiac,"$17,995"
1999,Porsche,"$45,995"
1999,Porsche,"$15,995"
2000,Chevrolet,"$23,995"
2000,Chevrolet,"$29,995"
2000,Chevrolet,"$26,995"
2000,Chevrolet,"$27,995"
2000,Dodge,"$89,995"
2000,Ford,"$12,995"
2000,Ford,"$25,995"
2000,Mercury,"$7,995"
2000,Plymouth,"$76,995"
2000,Pontiac,"$31,995"
2001,Cadillac,"$12,995"
2001,Chevrolet,"$34,995"
2001,Chevrolet,"$9,995"
2001,Chevrolet,"$25,995"
2001,Chevrolet,"$21,995"
2001,Chevrolet,"$28,995"
2001,Chevrolet,"$25,995"
2001,Chevrolet,"$14,995"
2001,Diva,"$21,995"
2001,Ford,"$21,995"
2001,Plymouth,"$39,995"
2001,Plymouth,"$32,995"
2002,Cadillac,"$7,995"
2002,Chevrolet,"$26,995"
2002,Chevrolet,"$34,995"
2002,Chevrolet,"$22,995"
2002,Chevrolet,"$26,995"
2002,Chevrolet,"$21,995"
2002,Chevrolet,"$34,995"
2002,Chevrolet,"$9,995"
2002,Chrysler,"$48,995"
2002,Ford,"$36,995"
2002,Ford,"$24,995"
2002,Ford,"$29,995"
2002,Ford,"$27,995"
2002,Lexus,"$27,995"
2002,Pontiac,"$28,995"
2002,Pontiac,"$21,995"
2002,Pontiac,"$32,995"
2002,Pontiac,"$29,995"
2002,Porsche,"$59,995"
2002,Toyota,"$31,995"
2003,Chevrolet,"$28,995"
2003,Chevrolet,"$44,995"
2003,Chevrolet,"$32,995"
2003,Chevrolet,"$15,995"
2003,Ford,"$30,995"
2003,Ford,"$31,995"
2003,Mercedes-Benz,"$17,995"
2003,Mercury,"$17,995"
2004,AM General,"$37,995"
2004,BMW,"$37,995"
2004,Cadillac,"$32,995"
2004,Chevrolet,"$32,995"
2004,Chevrolet,"$27,995"
2004,Chevrolet,"$34,995"
2004,Chevrolet,"$29,995"
2004,Chevrolet,"$24,995"
2004,Chevrolet,"$33,995"
2004,Dodge,"$39,995"
2004,Ford,"$31,995"
2004,Ford,"$18,995"
2004,Ford,"$25,995"
2004,GMC,"$29,995"
2004,Mercury,"$25,995"
2005,AM General,"$68,995"
2005,Cadillac,"$20,995"
2005,Chrysler,"$13,995"
2005,Ford,"$27,995"
2005,Ford,"$22,995"
2005,Ford,"$13,995"
2005,Ford,"$22,995"
2005,Maserati,"$26,995"
2006,Cadillac,"$24,995"
2006,Cadillac,"$45,995"
2006,Chevrolet,"$25,995"
2006,Chevrolet,"$49,995"
2006,Chevrolet,"$29,995"
2006,Chevrolet,"$49,995"
2006,Ford,"$24,995"
2006,Ford,"$44,995"
2006,Hummer,"$26,995"
2006,Pontiac,"$43,995"
2006,Pontiac,"$78,995"
2007,Bentley,"$54,995"
2007,Ford,"$22,995"
2007,Ford,"$21,995"
2007,Ford,"$22,995"
2007,Ford,"$58,995"
2007,Ford,"$31,995"
2007,Mercedes-Benz,"$38,995"
2008,Ford,"$19,995"
2008,Ford,"$19,995"
2008,Ford,"$42,995"
2008,Ford,"$69,995"
2008,Ford,"$37,995"
2008,Ford,"$36,995"
2008,Ford,"$37,995"
2009,Chevrolet,"$22,995"
2009,Dodge,"$46,995"
2009,Dodge,"$47,995"
2009,Ford,"$11,995"
2009,Ford,"$34,995"
2009,Ford,"$74,995"
2009,Ford,"$43,995"
2009,GMC,"$47,995"
2009,Nissan,"$29,995"
2010,Bentley,"$84,995"
2010,Chevrolet,"$41,995"
2010,Chevrolet,"$61,995"
2010,Ford,"$23,995"
2011,Bentley,"$72,995"
2011,Ford,"$15,995"
2012,Audi,"$149,995"
2012,Dodge,"$44,995"
2012,Ford,"$31,995"
2012,Mini,"$18,995"
2013,Ford,"$34,995"
2013,Porsche,"$49,995"
2013,Toyota,"$47,995"
2014,Chevrolet,"$26,995"
2014,Ford,"$24,995"
2014,Ford,"$33,995"
2014,Ford,"$57,995"
2014,Toyota,"$46,995"
2015,Chevrolet,"$56,995"
2015,GMC,"$36,995"
2015,Jeep,"$37,995"
2015,Mercedes-Benz,"$38,995"
2016,Chevrolet,"$34,995"
2016,Ford,"$74,995"
2016,Porsche,"$159,995"
2017,Cadillac,"$70,995"
2018,JPS Motorsports,"$49,995"
2019,Chevrolet,"$74,995"
2019,Dodge,"$48,995"
2020,Dodge,"$64,995"
